lot_id,date,plant_line,shift,part_id,supplier_id,qty_received,qty_used
L0000425,2025-07-18,Final-1,C,P0004,S006,405,352
L0000426,2025-07-18,BodyLine-2,A,P0034,S006,407,393
L0000427,2025-07-18,ChassisLine-1,B,P0017,S001,465,325
L0000428,2025-07-18,Final-1,A,P0006,S009,143,124
L0000429,2025-07-18,ChassisLine-1,B,P0013,S007,165,133
L0000430,2025-07-18,BodyLine-1,B,P0007,S007,156,135
L0000431,2025-07-18,ChassisLine-1,B,P0036,S003,480,390
L0000432,2025-07-19,ChassisLine-1,A,P0028,S003,460,374
L0000433,2025-07-19,BodyLine-1,A,P0016,S007,242,222
L0000434,2025-07-19,Final-1,A,P0024,S002,273,225
L0000435,2025-07-19,BodyLine-2,C,P0033,S001,292,230
L0000436,2025-07-19,ChassisLine-1,B,P0022,S012,268,232
L0000437,2025-07-19,BodyLine-2,A,P0019,S006,330,278
L0000438,2025-07-19,Final-1,A,P0006,S009,177,168
L0000439,2025-07-19,BodyLine-1,C,P0005,S001,255,215
L0000440,2025-07-19,BodyLine-2,B,P0007,S007,256,184
L0000441,2025-07-19,ChassisLine-1,A,P0020,S006,244,217
L0000442,2025-07-19,BodyLine-1,B,P0031,S006,456,393
L0000443,2025-07-19,ChassisLine-1,B,P0036,S003,162,120
L0000444,2025-07-19,BodyLine-2,B,P0026,S012,131,110
L0000445,2025-07-19,ChassisLine-1,C,P0017,S001,273,194
L0000446,2025-07-19,Final-1,C,P0004,S006,285,231
L0000447,2025-07-19,ChassisLine-1,A,P0013,S007,178,148
L0000448,2025-07-19,BodyLine-2,C,P0034,S006,166,160
L0000449,2025-07-19,TrimLine-1,B,P0030,S009,297,290
L0000450,2025-07-19,BodyLine-1,C,P0009,S011,235,227
L0000451,2025-07-19,Final-1,A,P0014,S003,508,465
L0000452,2025-07-19,TrimLine-1,A,P0002,S010,341,290
L0000453,2025-07-20,BodyLine-2,A,P0031,S006,392,325
L0000454,2025-07-20,ChassisLine-1,A,P0017,S001,507,489
L0000455,2025-07-20,Final-1,C,P0012,S001,313,294
L0000456,2025-07-20,BodyLine-1,A,P0010,S005,316,267
L0000457,2025-07-20,ChassisLine-1,B,P0008,S007,296,257
L0000458,2025-07-20,BodyLine-2,B,P0003,S007,350,329
L0000459,2025-07-20,ChassisLine-1,C,P0013,S007,283,263
L0000460,2025-07-20,BodyLine-1,B,P0035,S005,442,368
L0000461,2025-07-20,ChassisLine-1,C,P0021,S001,143,100
L0000462,2025-07-20,TrimLine-1,B,P0006,S009,477,342
L0000463,2025-07-20,Final-1,A,P0023,S004,132,128
L0000464,2025-07-20,TrimLine-1,C,P0018,S001,127,105
L0000465,2025-07-20,ChassisLine-1,B,P0015,S008,409,365
L0000466,2025-07-20,ChassisLine-1,A,P0036,S003,239,191
L0000467,2025-07-20,BodyLine-2,A,P0033,S001,413,350
L0000468,2025-07-20,Final-1,A,P0002,S010,519,461
L0000469,2025-07-20,ChassisLine-1,B,P0020,S006,237,166
L0000470,2025-07-20,ChassisLine-1,B,P0022,S012,453,411
L0000471,2025-07-20,BodyLine-1,A,P0009,S011,494,459
L0000472,2025-07-20,BodyLine-1,B,P0034,S006,458,399
L0000473,2025-07-20,ChassisLine-1,A,P0032,S005,315,227
L0000474,2025-07-20,Final-1,B,P0027,S005,129,101
L0000475,2025-07-20,Final-1,A,P0030,S009,443,427
L0000476,2025-07-20,BodyLine-2,A,P0005,S001,160,150
L0000477,2025-07-20,BodyLine-2,A,P0026,S012,320,295
L0000478,2025-07-21,BodyLine-1,A,P0003,S007,486,438
L0000479,2025-07-21,ChassisLine-1,A,P0015,S008,183,173
L0000480,2025-07-21,Final-1,B,P0011,S011,141,128
L0000481,2025-07-21,BodyLine-1,A,P0009,S011,195,179
L0000482,2025-07-21,BodyLine-2,A,P0010,S005,402,288
L0000483,2025-07-21,BodyLine-2,B,P0031,S006,256,246
L0000484,2025-07-21,BodyLine-2,A,P0034,S006,160,128
L0000485,2025-07-21,BodyLine-1,B,P0016,S007,466,400
L0000486,2025-07-21,Final-1,C,P0012,S001,293,279
L0000487,2025-07-21,Final-1,C,P0018,S001,390,285
L0000488,2025-07-21,TrimLine-1,B,P0024,S002,275,241
L0000489,2025-07-21,ChassisLine-1,B,P0036,S003,121,90
L0000490,2025-07-21,ChassisLine-1,B,P0022,S012,386,374
L0000491,2025-07-21,Final-1,A,P0014,S003,390,376
L0000492,2025-07-21,BodyLine-1,A,P0005,S001,432,380
L0000493,2025-07-21,BodyLine-2,A,P0033,S001,319,257
L0000494,2025-07-21,BodyLine-2,A,P0019,S006,303,229
L0000495,2025-07-21,ChassisLine-1,A,P0017,S001,267,190
L0000496,2025-07-21,TrimLine-1,A,P0023,S004,340,277
L0000497,2025-07-21,Final-1,A,P0027,S005,382,317
L0000498,2025-07-21,BodyLine-2,B,P0007,S007,438,399
L0000499,2025-07-21,ChassisLine-1,A,P0028,S003,277,266
L0000500,2025-07-21,Final-1,B,P0030,S009,246,216
L0000501,2025-07-21,TrimLine-1,B,P0029,S008,307,264
L0000502,2025-07-21,TrimLine-1,A,P0025,S010,267,191
L0000503,2025-07-22,BodyLine-1,A,P0019,S006,267,200
L0000504,2025-07-22,BodyLine-1,A,P0010,S005,237,217
L0000505,2025-07-22,BodyLine-2,A,P0031,S006,376,323
L0000506,2025-07-22,Final-1,A,P0001,S001,378,367
L0000507,2025-07-22,ChassisLine-1,B,P0015,S008,129,122
L0000508,2025-07-22,ChassisLine-1,B,P0013,S007,432,357
L0000509,2025-07-22,BodyLine-2,A,P0005,S001,479,430
L0000510,2025-07-22,BodyLine-1,A,P0016,S007,313,284
L0000511,2025-07-22,ChassisLine-1,B,P0020,S006,143,138
L0000512,2025-07-22,ChassisLine-1,C,P0022,S012,434,424
L0000513,2025-07-22,ChassisLine-1,B,P0017,S001,505,364
L0000514,2025-07-22,BodyLine-1,A,P0035,S005,410,358
L0000515,2025-07-22,BodyLine-1,B,P0026,S012,432,372
L0000516,2025-07-22,TrimLine-1,C,P0012,S001,330,314
L0000517,2025-07-22,ChassisLine-1,A,P0032,S005,377,349
L0000518,2025-07-22,TrimLine-1,C,P0023,S004,236,196
L0000519,2025-07-22,ChassisLine-1,C,P0036,S003,403,289
L0000520,2025-07-22,TrimLine-1,C,P0004,S006,318,243
L0000521,2025-07-22,Final-1,A,P0002,S010,503,426
L0000522,2025-07-23,BodyLine-1,C,P0019,S006,190,144
L0000523,2025-07-23,BodyLine-2,C,P0026,S012,196,180
L0000524,2025-07-23,TrimLine-1,A,P0004,S006,399,323
L0000525,2025-07-23,BodyLine-2,C,P0010,S005,422,314
L0000526,2025-07-23,BodyLine-2,B,P0031,S006,243,185
L0000527,2025-07-23,ChassisLine-1,B,P0017,S001,432,418
L0000528,2025-07-23,ChassisLine-1,B,P0020,S006,462,401
L0000529,2025-07-23,BodyLine-1,A,P0016,S007,262,251
L0000530,2025-07-23,BodyLine-2,B,P0003,S007,138,127
L0000531,2025-07-23,BodyLine-2,B,P0007,S007,411,298
L0000532,2025-07-23,ChassisLine-1,A,P0008,S007,131,109
L0000533,2025-07-23,ChassisLine-1,B,P0032,S005,167,130
L0000534,2025-07-23,ChassisLine-1,A,P0036,S003,487,476
L0000535,2025-07-23,Final-1,B,P0030,S009,312,273
L0000536,2025-07-23,BodyLine-2,B,P0009,S011,487,470
L0000537,2025-07-23,BodyLine-1,A,P0035,S005,368,359
L0000538,2025-07-23,BodyLine-1,B,P0034,S006,263,232
L0000539,2025-07-23,Final-1,C,P0025,S010,470,457
L0000540,2025-07-23,ChassisLine-1,A,P0021,S001,455,414
L0000541,2025-07-23,TrimLine-1,A,P0012,S001,190,179
L0000542,2025-07-24,BodyLine-2,A,P0035,S005,410,375
L0000543,2025-07-24,ChassisLine-1,A,P0021,S001,449,379
L0000544,2025-07-24,BodyLine-1,B,P0016,S007,232,190
L0000545,2025-07-24,BodyLine-1,A,P0019,S006,338,286
L0000546,2025-07-24,ChassisLine-1,B,P0028,S003,144,115
L0000547,2025-07-24,TrimLine-1,C,P0011,S011,210,164
L0000548,2025-07-24,TrimLine-1,A,P0014,S003,473,337
L0000549,2025-07-24,BodyLine-2,C,P0033,S001,209,185
L0000550,2025-07-24,TrimLine-1,A,P0029,S008,423,368
L0000551,2025-07-24,Final-1,A,P0018,S001,405,376
L0000552,2025-07-24,ChassisLine-1,A,P0008,S007,268,255
L0000553,2025-07-24,ChassisLine-1,B,P0022,S012,513,467
L0000554,2025-07-24,ChassisLine-1,A,P0013,S007,356,315
L0000555,2025-07-24,ChassisLine-1,A,P0032,S005,337,302
L0000556,2025-07-24,BodyLine-1,A,P0005,S001,327,253
L0000557,2025-07-24,BodyLine-2,A,P0003,S007,226,196
L0000558,2025-07-24,BodyLine-2,B,P0034,S006,171,146
L0000559,2025-07-24,ChassisLine-1,B,P0017,S001,403,301
L0000560,2025-07-24,BodyLine-1,C,P0010,S005,451,403
L0000561,2025-07-24,Final-1,A,P0030,S009,441,323
L0000562,2025-07-25,ChassisLine-1,A,P0032,S005,439,383
L0000563,2025-07-25,ChassisLine-1,B,P0013,S007,159,136
L0000564,2025-07-25,TrimLine-1,B,P0002,S010,338,328
L0000565,2025-07-25,BodyLine-1,A,P0003,S007,243,202
L0000566,2025-07-25,Final-1,A,P0006,S009,440,376
L0000567,2025-07-25,ChassisLine-1,A,P0008,S007,172,162
L0000568,2025-07-25,Final-1,B,P0025,S010,370,291
L0000569,2025-07-25,BodyLine-2,B,P0007,S007,438,337
L0000570,2025-07-25,BodyLine-2,C,P0005,S001,460,448
L0000571,2025-07-25,TrimLine-1,A,P0029,S008,389,277
L0000572,2025-07-25,BodyLine-1,A,P0016,S007,276,207
L0000573,2025-07-25,ChassisLine-1,A,P0020,S006,493,404
L0000574,2025-07-25,Final-1,A,P0012,S001,147,135
L0000575,2025-07-25,Final-1,A,P0018,S001,253,225
L0000576,2025-07-25,BodyLine-1,A,P0019,S006,269,259
L0000577,2025-07-25,ChassisLine-1,B,P0015,S008,388,340
L0000578,2025-07-25,BodyLine-2,B,P0034,S006,434,376
L0000579,2025-07-25,Final-1,A,P0001,S001,230,188
L0000580,2025-07-25,BodyLine-1,A,P0031,S006,300,292
L0000581,2025-07-26,ChassisLine-1,A,P0020,S006,345,285
L0000582,2025-07-26,ChassisLine-1,B,P0036,S003,353,299
L0000583,2025-07-26,ChassisLine-1,A,P0021,S001,120,89
L0000584,2025-07-26,ChassisLine-1,A,P0008,S007,299,260
L0000585,2025-07-26,BodyLine-1,B,P0019,S006,473,357
L0000586,2025-07-26,BodyLine-2,B,P0003,S007,269,192
L0000587,2025-07-26,ChassisLine-1,B,P0022,S012,274,263
L0000588,2025-07-26,ChassisLine-1,B,P0028,S003,495,377
L0000589,2025-07-26,TrimLine-1,B,P0023,S004,195,173
L0000590,2025-07-26,BodyLine-2,B,P0026,S012,319,289
L0000591,2025-07-26,Final-1,A,P0006,S009,419,400
L0000592,2025-07-26,BodyLine-2,C,P0007,S007,446,376
L0000593,2025-07-26,BodyLine-1,A,P0034,S006,355,309
L0000594,2025-07-26,ChassisLine-1,B,P0015,S008,216,194
L0000595,2025-07-26,Final-1,B,P0027,S005,447,319
L0000596,2025-07-26,Final-1,A,P0004,S006,219,166
L0000597,2025-07-26,ChassisLine-1,A,P0017,S001,219,157
L0000598,2025-07-26,TrimLine-1,A,P0024,S002,206,178
L0000599,2025-07-26,Final-1,A,P0030,S009,500,467
L0000600,2025-07-27,BodyLine-2,A,P0031,S006,204,158
L0000601,2025-07-27,BodyLine-1,A,P0034,S006,382,295
L0000602,2025-07-27,ChassisLine-1,A,P0020,S006,184,132
L0000603,2025-07-27,ChassisLine-1,A,P0008,S007,385,364
L0000604,2025-07-27,TrimLine-1,B,P0023,S004,298,275
L0000605,2025-07-27,ChassisLine-1,A,P0028,S003,489,402
L0000606,2025-07-27,BodyLine-2,B,P0019,S006,262,209
L0000607,2025-07-27,BodyLine-2,C,P0003,S007,451,342
L0000608,2025-07-27,TrimLine-1,C,P0014,S003,250,199
L0000609,2025-07-27,ChassisLine-1,B,P0021,S001,496,468
L0000610,2025-07-27,BodyLine-1,C,P0010,S005,151,140
L0000611,2025-07-27,BodyLine-1,A,P0033,S001,463,411
L0000612,2025-07-27,TrimLine-1,A,P0025,S010,304,248
L0000613,2025-07-27,TrimLine-1,B,P0030,S009,184,163
L0000614,2025-07-27,ChassisLine-1,A,P0017,S001,397,303
L0000615,2025-07-27,BodyLine-1,A,P0026,S012,416,391
L0000616,2025-07-27,BodyLine-1,B,P0016,S007,325,242
L0000617,2025-07-27,TrimLine-1,A,P0024,S002,285,257
L0000618,2025-07-27,BodyLine-1,A,P0035,S005,261,190
L0000619,2025-07-27,Final-1,A,P0002,S010,204,160
L0000620,2025-07-27,TrimLine-1,A,P0029,S008,276,211
L0000621,2025-07-27,BodyLine-1,B,P0007,S007,348,339
L0000622,2025-07-27,TrimLine-1,A,P0011,S011,291,247
L0000623,2025-07-27,Final-1,A,P0001,S001,421,318
L0000624,2025-07-27,Final-1,A,P0012,S001,468,410
L0000625,2025-07-27,Final-1,C,P0004,S006,398,333
L0000626,2025-07-28,ChassisLine-1,A,P0017,S001,417,390
L0000627,2025-07-28,ChassisLine-1,B,P0036,S003,512,422
L0000628,2025-07-28,BodyLine-1,B,P0019,S006,293,286
L0000629,2025-07-28,BodyLine-1,A,P0005,S001,298,214
L0000630,2025-07-28,Final-1,A,P0029,S008,147,118
L0000631,2025-07-28,BodyLine-1,A,P0026,S012,138,110
L0000632,2025-07-28,BodyLine-2,A,P0035,S005,207,183
L0000633,2025-07-28,ChassisLine-1,B,P0022,S012,122,112
L0000634,2025-07-28,ChassisLine-1,B,P0032,S005,339,243
L0000635,2025-07-28,Final-1,A,P0025,S010,339,286
L0000636,2025-07-28,BodyLine-2,B,P0016,S007,327,241
L0000637,2025-07-28,BodyLine-1,A,P0033,S001,405,327
L0000638,2025-07-28,BodyLine-2,A,P0009,S011,476,433
L0000639,2025-07-28,TrimLine-1,A,P0027,S005,362,297
L0000640,2025-07-28,ChassisLine-1,B,P0028,S003,461,392
L0000641,2025-07-28,ChassisLine-1,B,P0008,S007,242,197
L0000642,2025-07-28,TrimLine-1,A,P0011,S011,200,157
L0000643,2025-07-28,ChassisLine-1,A,P0020,S006,205,167
L0000644,2025-07-28,Final-1,B,P0030,S009,418,357
L0000645,2025-07-28,Final-1,B,P0012,S001,273,253
L0000646,2025-07-28,ChassisLine-1,B,P0013,S007,438,339
L0000647,2025-07-28,Final-1,B,P0001,S001,374,340
L0000648,2025-07-28,TrimLine-1,A,P0018,S001,227,171
L0000649,2025-07-28,BodyLine-2,A,P0007,S007,381,354
L0000650,2025-07-28,Final-1,B,P0006,S009,445,408
L0000651,2025-07-28,TrimLine-1,C,P0002,S010,434,397
L0000652,2025-07-28,ChassisLine-1,B,P0015,S008,180,136
L0000653,2025-07-29,BodyLine-1,B,P0010,S005,346,272
L0000654,2025-07-29,BodyLine-2,A,P0016,S007,126,88
L0000655,2025-07-29,BodyLine-2,B,P0033,S001,424,301
L0000656,2025-07-29,BodyLine-1,B,P0031,S006,122,117
L0000657,2025-07-29,TrimLine-1,C,P0023,S004,354,305
L0000658,2025-07-29,ChassisLine-1,C,P0032,S005,422,347
L0000659,2025-07-29,Final-1,A,P0030,S009,351,301
L0000660,2025-07-29,ChassisLine-1,C,P0008,S007,271,217
L0000661,2025-07-29,BodyLine-2,B,P0019,S006,204,199
L0000662,2025-07-29,ChassisLine-1,C,P0028,S003,379,350
L0000663,2025-07-29,Final-1,C,P0025,S010,321,310
L0000664,2025-07-29,TrimLine-1,B,P0004,S006,391,314
L0000665,2025-07-29,BodyLine-1,C,P0026,S012,372,266
L0000666,2025-07-29,BodyLine-1,B,P0035,S005,379,294
L0000667,2025-07-29,BodyLine-1,B,P0034,S006,444,362
L0000668,2025-07-29,ChassisLine-1,A,P0020,S006,136,117
L0000669,2025-07-29,TrimLine-1,B,P0001,S001,187,131
L0000670,2025-07-29,ChassisLine-1,B,P0013,S007,363,325
L0000671,2025-07-29,ChassisLine-1,B,P0015,S008,441,427
L0000672,2025-07-29,BodyLine-1,B,P0009,S011,501,474
L0000673,2025-07-29,ChassisLine-1,B,P0036,S003,453,398
L0000674,2025-07-29,Final-1,B,P0024,S002,357,285
L0000675,2025-07-30,TrimLine-1,A,P0002,S010,278,246
L0000676,2025-07-30,BodyLine-2,C,P0016,S007,154,124
L0000677,2025-07-30,Final-1,A,P0004,S006,187,155
L0000678,2025-07-30,ChassisLine-1,A,P0022,S012,496,357
L0000679,2025-07-30,BodyLine-1,A,P0033,S001,509,464
L0000680,2025-07-30,Final-1,A,P0025,S010,123,91
L0000681,2025-07-30,ChassisLine-1,A,P0008,S007,372,283
L0000682,2025-07-30,ChassisLine-1,A,P0032,S005,450,361
L0000683,2025-07-30,ChassisLine-1,A,P0028,S003,240,233
L0000684,2025-07-30,Final-1,B,P0011,S011,178,141
L0000685,2025-07-30,BodyLine-1,C,P0031,S006,228,165
L0000686,2025-07-30,ChassisLine-1,B,P0036,S003,402,350
L0000687,2025-07-30,Final-1,A,P0023,S004,352,296
L0000688,2025-07-30,BodyLine-2,A,P0035,S005,121,90
L0000689,2025-07-30,ChassisLine-1,C,P0015,S008,296,288
L0000690,2025-07-30,Final-1,B,P0029,S008,142,116
L0000691,2025-07-30,BodyLine-1,A,P0003,S007,258,220
L0000692,2025-07-30,Final-1,B,P0012,S001,464,365
L0000693,2025-07-31,ChassisLine-1,A,P0032,S005,207,155
L0000694,2025-07-31,ChassisLine-1,B,P0036,S003,234,224
L0000695,2025-07-31,BodyLine-2,B,P0033,S001,268,246
L0000696,2025-07-31,Final-1,B,P0014,S003,266,192
L0000697,2025-07-31,ChassisLine-1,B,P0008,S007,458,422
L0000698,2025-07-31,BodyLine-2,C,P0019,S006,130,100
L0000699,2025-07-31,ChassisLine-1,B,P0028,S003,328,283
L0000700,2025-07-31,Final-1,A,P0018,S001,468,431
L0000701,2025-07-31,BodyLine-2,A,P0016,S007,212,164
L0000702,2025-07-31,ChassisLine-1,B,P0013,S007,199,155
L0000703,2025-07-31,ChassisLine-1,A,P0017,S001,499,481
L0000704,2025-07-31,Final-1,A,P0029,S008,215,205
L0000705,2025-07-31,BodyLine-1,A,P0005,S001,429,384
L0000706,2025-07-31,BodyLine-1,B,P0035,S005,291,252
L0000707,2025-07-31,BodyLine-1,C,P0007,S007,270,242
L0000708,2025-07-31,ChassisLine-1,B,P0021,S001,389,355
L0000709,2025-07-31,Final-1,A,P0023,S004,324,282
L0000710,2025-07-31,BodyLine-1,B,P0009,S011,429,315
L0000711,2025-07-31,ChassisLine-1,B,P0022,S012,231,216
L0000712,2025-07-31,TrimLine-1,B,P0011,S011,184,130
L0000713,2025-07-31,Final-1,A,P0024,S002,254,210
L0000714,2025-07-31,BodyLine-1,A,P0003,S007,363,282
L0000715,2025-07-31,Final-1,B,P0006,S009,364,275
L0000716,2025-08-01,ChassisLine-1,A,P0021,S001,367,318
L0000717,2025-08-01,Final-1,B,P0024,S002,230,179
L0000718,2025-08-01,ChassisLine-1,C,P0008,S007,124,111
L0000719,2025-08-01,ChassisLine-1,B,P0032,S005,369,360
L0000720,2025-08-01,BodyLine-2,A,P0031,S006,176,138
L0000721,2025-08-01,BodyLine-2,A,P0034,S006,257,239
L0000722,2025-08-01,TrimLine-1,C,P0014,S003,495,409
L0000723,2025-08-01,Final-1,A,P0012,S001,156,116
L0000724,2025-08-01,ChassisLine-1,B,P0028,S003,180,174
L0000725,2025-08-01,BodyLine-1,C,P0016,S007,195,136
L0000726,2025-08-01,Final-1,B,P0004,S006,420,382
L0000727,2025-08-01,Final-1,A,P0011,S011,237,173
L0000728,2025-08-01,ChassisLine-1,C,P0013,S007,433,359
L0000729,2025-08-01,BodyLine-1,B,P0003,S007,284,230
L0000730,2025-08-01,TrimLine-1,A,P0023,S004,422,330
L0000731,2025-08-01,ChassisLine-1,A,P0022,S012,162,133
L0000732,2025-08-01,Final-1,A,P0025,S010,256,210
L0000733,2025-08-01,BodyLine-1,B,P0007,S007,189,158
L0000734,2025-08-02,BodyLine-1,A,P0026,S012,512,389
L0000735,2025-08-02,BodyLine-1,C,P0035,S005,433,387
L0000736,2025-08-02,TrimLine-1,B,P0006,S009,332,241
L0000737,2025-08-02,ChassisLine-1,A,P0028,S003,347,271
L0000738,2025-08-02,TrimLine-1,A,P0023,S004,289,266
L0000739,2025-08-02,ChassisLine-1,A,P0021,S001,432,331
L0000740,2025-08-02,ChassisLine-1,A,P0015,S008,166,117
L0000741,2025-08-02,TrimLine-1,B,P0014,S003,210,183
L0000742,2025-08-02,BodyLine-1,A,P0003,S007,395,375
L0000743,2025-08-02,BodyLine-1,B,P0009,S011,310,247
L0000744,2025-08-02,Final-1,A,P0001,S001,140,119
L0000745,2025-08-02,BodyLine-1,A,P0005,S001,306,255
L0000746,2025-08-02,BodyLine-2,B,P0033,S001,193,142
L0000747,2025-08-02,BodyLine-1,B,P0019,S006,273,226
L0000748,2025-08-02,BodyLine-1,A,P0016,S007,126,112
L0000749,2025-08-02,BodyLine-2,B,P0007,S007,332,235
L0000750,2025-08-02,TrimLine-1,A,P0011,S011,219,193
L0000751,2025-08-02,BodyLine-2,C,P0031,S006,344,309
L0000752,2025-08-02,TrimLine-1,A,P0004,S006,215,181
L0000753,2025-08-03,BodyLine-2,B,P0003,S007,332,295
L0000754,2025-08-03,BodyLine-1,A,P0026,S012,297,282
L0000755,2025-08-03,TrimLine-1,B,P0024,S002,336,314
L0000756,2025-08-03,BodyLine-2,A,P0009,S011,427,358
L0000757,2025-08-03,BodyLine-2,B,P0035,S005,313,264
L0000758,2025-08-03,TrimLine-1,C,P0012,S001,206,195
L0000759,2025-08-03,ChassisLine-1,B,P0017,S001,451,405
L0000760,2025-08-03,BodyLine-2,C,P0033,S001,278,251
L0000761,2025-08-03,ChassisLine-1,A,P0028,S003,388,359
L0000762,2025-08-03,ChassisLine-1,C,P0020,S006,280,257
L0000763,2025-08-03,BodyLine-1,B,P0010,S005,432,423
L0000764,2025-08-03,Final-1,B,P0011,S011,395,289
L0000765,2025-08-03,ChassisLine-1,C,P0021,S001,192,167
L0000766,2025-08-03,TrimLine-1,A,P0002,S010,318,304
L0000767,2025-08-03,BodyLine-1,A,P0034,S006,188,153
L0000768,2025-08-03,BodyLine-1,B,P0007,S007,409,365
L0000769,2025-08-03,BodyLine-2,A,P0019,S006,126,111
L0000770,2025-08-03,BodyLine-2,A,P0005,S001,150,114
L0000771,2025-08-03,ChassisLine-1,B,P0013,S007,499,391
L0000772,2025-08-03,ChassisLine-1,A,P0036,S003,231,179
L0000773,2025-08-03,BodyLine-1,A,P0031,S006,140,99
L0000774,2025-08-03,TrimLine-1,A,P0004,S006,463,418
L0000775,2025-08-03,BodyLine-2,A,P0016,S007,434,341
L0000776,2025-08-03,ChassisLine-1,A,P0015,S008,355,288
L0000777,2025-08-03,TrimLine-1,A,P0014,S003,144,122
L0000778,2025-08-04,ChassisLine-1,B,P0028,S003,413,329
L0000779,2025-08-04,Final-1,A,P0006,S009,391,279
L0000780,2025-08-04,BodyLine-2,B,P0019,S006,255,235
L0000781,2025-08-04,ChassisLine-1,A,P0008,S007,510,406
L0000782,2025-08-04,Final-1,C,P0004,S006,238,181
L0000783,2025-08-04,BodyLine-1,B,P0016,S007,470,433
L0000784,2025-08-04,BodyLine-2,B,P0007,S007,449,364
L0000785,2025-08-04,BodyLine-2,B,P0009,S011,334,241
L0000786,2025-08-04,Final-1,A,P0012,S001,152,148
L0000787,2025-08-04,BodyLine-2,B,P0010,S005,166,124
L0000788,2025-08-04,BodyLine-1,B,P0003,S007,351,330
L0000789,2025-08-04,TrimLine-1,C,P0023,S004,427,350
L0000790,2025-08-04,Final-1,A,P0011,S011,252,216
L0000791,2025-08-04,ChassisLine-1,C,P0013,S007,200,192
L0000792,2025-08-04,TrimLine-1,A,P0025,S010,171,124
L0000793,2025-08-04,BodyLine-1,A,P0033,S001,447,317
L0000794,2025-08-04,TrimLine-1,B,P0027,S005,198,174
L0000795,2025-08-04,TrimLine-1,B,P0018,S001,221,208
L0000796,2025-08-04,BodyLine-2,A,P0031,S006,235,170
L0000797,2025-08-04,BodyLine-1,B,P0026,S012,249,221
L0000798,2025-08-04,ChassisLine-1,B,P0015,S008,361,321
L0000799,2025-08-04,ChassisLine-1,B,P0017,S001,291,226
L0000800,2025-08-04,BodyLine-1,A,P0035,S005,305,294
L0000801,2025-08-05,Final-1,B,P0025,S010,320,230
L0000802,2025-08-05,Final-1,B,P0024,S002,170,157
L0000803,2025-08-05,BodyLine-2,A,P0010,S005,177,159
L0000804,2025-08-05,ChassisLine-1,A,P0008,S007,330,295
L0000805,2025-08-05,BodyLine-2,B,P0005,S001,243,227
L0000806,2025-08-05,BodyLine-2,C,P0026,S012,238,166
L0000807,2025-08-05,ChassisLine-1,A,P0036,S003,207,183
L0000808,2025-08-05,ChassisLine-1,B,P0022,S012,357,251
L0000809,2025-08-05,BodyLine-2,B,P0016,S007,481,449
L0000810,2025-08-05,TrimLine-1,A,P0002,S010,173,125
L0000811,2025-08-05,TrimLine-1,B,P0023,S004,319,251
L0000812,2025-08-05,BodyLine-1,A,P0031,S006,411,377
L0000813,2025-08-05,ChassisLine-1,A,P0032,S005,120,107
L0000814,2025-08-05,TrimLine-1,B,P0018,S001,179,129
L0000815,2025-08-05,Final-1,C,P0029,S008,503,431
L0000816,2025-08-05,TrimLine-1,B,P0027,S005,444,358
L0000817,2025-08-05,ChassisLine-1,B,P0015,S008,515,393
L0000818,2025-08-05,ChassisLine-1,A,P0020,S006,312,230
L0000819,2025-08-05,Final-1,A,P0030,S009,514,423
L0000820,2025-08-05,ChassisLine-1,B,P0013,S007,469,459
L0000821,2025-08-05,BodyLine-2,B,P0019,S006,248,206
L0000822,2025-08-06,Final-1,A,P0018,S001,311,268
L0000823,2025-08-06,ChassisLine-1,B,P0032,S005,154,110
L0000824,2025-08-06,ChassisLine-1,A,P0022,S012,354,301
L0000825,2025-08-06,BodyLine-2,A,P0026,S012,238,228
L0000826,2025-08-06,Final-1,B,P0014,S003,395,304
L0000827,2025-08-06,ChassisLine-1,A,P0028,S003,365,347
L0000828,2025-08-06,Final-1,B,P0025,S010,174,165
L0000829,2025-08-06,BodyLine-1,B,P0005,S001,306,230
L0000830,2025-08-06,ChassisLine-1,B,P0021,S001,342,273
L0000831,2025-08-06,BodyLine-1,B,P0010,S005,412,395
L0000832,2025-08-06,BodyLine-1,B,P0031,S006,400,317
L0000833,2025-08-06,BodyLine-2,B,P0016,S007,492,437
L0000834,2025-08-06,ChassisLine-1,A,P0036,S003,268,228
L0000835,2025-08-06,TrimLine-1,A,P0004,S006,353,342
L0000836,2025-08-06,Final-1,B,P0029,S008,306,220
L0000837,2025-08-06,Final-1,A,P0012,S001,383,375
L0000838,2025-08-06,BodyLine-2,A,P0019,S006,496,468
L0000839,2025-08-06,Final-1,C,P0030,S009,285,230
L0000840,2025-08-06,BodyLine-1,B,P0009,S011,302,244
L0000841,2025-08-06,BodyLine-2,B,P0007,S007,496,437
L0000842,2025-08-06,ChassisLine-1,C,P0017,S001,180,150
L0000843,2025-08-07,ChassisLine-1,B,P0021,S001,433,336
L0000844,2025-08-07,ChassisLine-1,C,P0015,S008,169,159
L0000845,2025-08-07,ChassisLine-1,C,P0013,S007,190,171
L0000846,2025-08-07,BodyLine-2,B,P0005,S001,307,251
L0000847,2025-08-07,BodyLine-2,C,P0007,S007,388,323
L0000848,2025-08-07,ChassisLine-1,B,P0028,S003,500,353
L0000849,2025-08-07,ChassisLine-1,C,P0008,S007,154,142
L0000850,2025-08-07,BodyLine-1,B,P0003,S007,260,226
